rec_0,rec_1,rec_2,rec_3,rec_4,vanilla,CoT,LLM_Guided_CoT,DRE,GAG,MA,MAGAG
"Samsung Galaxy A6 32GB Factory Unlocked Phone - 5.6"" - Black (Renewed)",Samsung Galaxy J7 J727A 16GB AT&T Branded GSM Unlocked (Black) (Renewed),Samsung J737T Galaxy J7 Star Unlocked 32GB (Renewed),"Samsung Galaxy J7 2018 (16GB) 5.5"" HD Display, Android 8.0, Octa-core, Verizon Locked 4G LTE Smartphone SM-J737V (Black) (Renewed)",Samsung Galaxy J7 J700M 16GB Unlocked GSM 4G LTE Quad-Core Android Lollipop Smartphone w/13MP Camera - Black (Renewed),Samsung Galaxy Unlocked Renewed Black 16GB Phones Bundle,Samsung Galaxy Unlocked Renewed Phones - Black Collection,Samsung Galaxy Unlocked Phones - Renewed Collection,Samsung Galaxy Unlocked Renewed A6 & J7 Collection,"Samsung Galaxy Unlocked Phones - Renewed, Various Storage Capacities & Colors",Samsung Galaxy Unlocked Renewed Bundle - 32GB Black Display,Samsung Galaxy A6 & J7 Unlocked Phones - 16/32GB - Black (Renewed)
[Blue Light Shield] 3H Hard Coating Eye Eyesight UV Screen Protector Filter Clear Type Film for Apple iPad Air 1 2,iLLumiShield - Apple iPad mini 4 Screen Protector + (HD) Blue Light UV Filter / Premium Clear Film / Anti-Fingerprint / Anti-Bubble Shield - [2-Pack]& Lifetime Warranty,EasyBest Ultra Clear HD Screen Protector Tempered Glass Screen Shield Film Shatter-proof Protector for Apple Ipad 2 3 4,KHOMO 3 Pack Anti-Glare Invisible Screen Film Protector for Apple iPad 2 and new iPad 3 HD,Laptone’s Matte Screen Protector (Anti-Glare) - for Apple Ipad 4 / Ipad 3 / Ipad 2,Ultimate Blue Light Protection for Apple iPad Screen,Ultimate iPad Screen Protection Bundle with Blue Light Shield,Premium Apple iPad Screen Protectors with Anti-Glare and UV Filter,"Apple iPad Screen Protectors: HD Clarity, Blue Light Shield, Anti-Glare","Apple iPad Screen Protectors Collection - HD, Anti-Glare, Lifetime Warranty",Blue Light Shield HD Tempered Glass Screen Protectors Bundle,"Apple iPad Screen Protectors: Clear Film, Anti-Glare, UV Filter"
"na1 Wireless Bluetooth Kids Headphones, Damikan Cat Ear Bluetooth Over Ear Headphones, LED Lights, FM Radio, TF Card, Aux, Mic for iPhone/iPad/Kindle/Laptop/PC/TV (Purple)","na1 Wireless Bluetooth Kids Headphones, Damikan Cat Ear Bluetooth Over Ear Headphones, LED Lights, FM Radio, TF Card, Aux, Mic for iPhone/iPad/Kindle/Laptop/PC/TV (Pink)","Wireless Bluetooth Kids Headphones, Damikan Cat Ear Bluetooth Over Ear Headphones, LED Lights, FM Radio, TF Card, Aux, Mic for iPhone/iPad/Kindle/Laptop/PC/TV (Beige)","Aresrora Wireless Bluetooth Kids Headphones, Kitty Bluetooth Over Ear Headphones Volume Limiting,LED Lights, FM Radio, TF Card, Aux, Mic for iPhone/iPad/Kindle/Laptop/PC/TV (Pink)","TUINYO Kids Bluetooth Headphones Over Ear, L8 LED Light up Foldable Wireless Stereo Headphones with Microphone for iPhone/iPad/Kindle/Laptop/PC/TV -Blue",Kid-Friendly Bluetooth Headphones with LED Lights and Foldable Design,Fun and Functional Kids Bluetooth Headphones Collection,"Wireless Kids Headphones with LED Lights, FM Radio, Mic",Kid-Friendly Bluetooth Headphones with LED Lights and Multi-Device Compatibility,Wireless Bluetooth Headphones with LED Lights and Multi-device Compatibility,Cat Ear Bluetooth Headphones with LED Lights,Wireless Cat Ear Kids Headphones with LED Lights and Mic
Smart Watch Fitness Tracker Smart Watches for Women Waterproof Activity Tracker with Heart Rate Monitor SmartWatch with Step Counter Fit Watch Sleep Monitor Step Counter for Men and Kids,Smart Watch Fitness Tracker Smart Watches for Women Waterproof Activity Tracker with Heart Rate Monitor SmartWatch with Step Counter Fit Watch Sleep Monitor Step Counter for Men and Kids,Smart Watch Fitness Tracker Smart Watches for Women Waterproof Activity Tracker with Heart Rate Monitor SmartWatch with Step Counter Fit Watch Sleep Monitor Step Counter for Men and Kids,Smart Watch Fitness Tracker Smart Watches for Women Waterproof Activity Tracker with Heart Rate Monitor SmartWatch with Step Counter Fit Watch Sleep Monitor Step Counter for Men and Kids,"BingoFit Epic Fitness Tracker Smart Watch, Activity Tracker with Heart Rate Monitor, Waterproof Pedometer Watch with Sleep Monitor, Step Counter for Men Women Kids","Ultimate Smart Watch Fitness Tracker for Women, Men, and Kids",Ultimate Fitness Trackers for All: Smart Watches for Everyone,Smart Fitness Tracker Watches with Heart Rate Monitor and Waterproof Design,Ultimate Fitness Tracker with Heart Rate Monitor and Waterproof Design,Epic Fitness Tracker Smart Watch with Heart Rate Monitor,"Smart Fitness Tracker Watch for Men, Women, and Kids","Ultimate Smart Fitness Tracker Watch for Men, Women, and Kids"
"C2G 10480 DB9 F/F Serial RS232 Null Modem Cable, Beige (1 Foot, 0.30 Meters)","C2G 03046 DB9 F/F Serial RS232 Null Modem Cable, Beige (15 Feet, 4.57 Meters)","C2G 03045 DB9 F/F Serial RS232 Null Modem Cable, Beige (10 Feet, 3.04 Meters)",C2G/Cables to Go 25379 Serial RS232 DB9 Null Modem Cable with Low Profile Connectors F/F - Plenum CMP-Rated (25 Feet),StarTech.com 10' RS232 Serial Null Modem Cable - Null modem cable - DB-9 (F) to DB-9 (F) - 10 ft (SCNM9FF),High-quality DB9 Serial RS232 Null Modem Cables Collection,"Tech-Savvy Null Modem Cables: Various Lengths, Beige, Low Profile Connectors","DB9 Serial RS232 Null Modem Cables - Various Lengths, Brands","Assorted Null Modem Cables: C2G, StarTech.com, Various Lengths",DB9 F/F Serial RS232 Null Modem Cables Collection,C2G/StarTech.com Null Modem Cable - Various Lengths,DB9 F/F Serial RS232 Null Modem Cable Collection
"KAMISAFE Professional Water-Resistant Anti-Shock Holder Storage SD SDHC SDXC TF Memory Card Case Protector Cover with SIM Card Tray Pin for 12 SD Cards, 8 Micro SD Cards & 4 CT Cards by pangshi","VKO SD SDHC SDXC Micro SD TF Memory Card Case Holder Organizer Carrying Box Keeper,Shockproof Storage Protector Cover for Computer Camera Media 12 SD Cards(36 Slots)","UPZHIJI 24 Slots Memory Card Case Holder for 12 SD SDHC SDXC Cards + 12 TF MSD Micro SD Cards Professional Water-Resistant Anti-Shock Storage Protector Organizer, with Carabiner","LYNCA Memory Card Case Holder, Memory Card Hard Protector Case Professional Water-Resistant Anti-Shock Compact Camera Card Storage Box for 8 SD Cards 4 CF Cards 12 TF (Micro SD) Cards",26 Slots Water Resistant Anti-Shock Memory Card Carrying Case Holder Storage Organizer Protector for SD SDHC SDXC TF CF Micro SD Card - 2018 Newest Design,Memory Card Storage Protector Organizer with Water-Resistant Anti-Shock,Professional Water-Resistant Memory Card Organizer with 26 Slots,Professional Water-Resistant Anti-Shock Memory Card Storage Protector for SD SDHC SDXC TF Micro SD Cards,Ultimate Memory Card Storage Solution with Water-Resistance and Anti-Shock,Ultimate Memory Card Storage Solution with Anti-Shock Protection,Professional Water-Resistant Anti-Shock Memory Card Holder Organizer with Slots,Professional Water-Resistant Anti-Shock Memory Card Holder Organizer
"iPad 2 Screen Replacement, for iPad 2 Front Panel Digitizer Replacement Touch Screen Glass Lens Flex Includes Home Button + Camera Holder + Frame Bezel + Preinstalled Adhesive + Cleaning Kit (Black)",Cell Phone DIY White iPad 2 Digitizer Replacement Screen Front Touch Glass Assembly Replacement - Includes Home Button + Camera Holder + Pre-Installed Adhesive with Tools – Repair Kit,Black iPad 2 Digitizer Replacement Screen Front Touch Glass Assembly Replacement - Includes Home Button + Camera Holder + Pre-Installed Adhesive with Tools – Repair Kit by Cell Phone DIY,Cell Phone DIY White iPad 3 Digitizer Replacement Screen Front Touch Glass Assembly Replacement - Includes Home Button + Camera Holder + Pre-Installed Adhesive with Tools – Repair Kit by,COCOCKA Panel Front Touch Screen Glass Digitizer Replacement Assembly for iPad 3 (3th Generation) + Home Buttom + Camera Holder + Frame Bezel + Preinstalled Adhesive + Premium Repair Toolkit (Black),iPad 2 & 3 Screen Replacement Kits with Tools & Adhesive,Premium iPad Screen Replacement Kits for DIY Repairs,Premium iPad Screen Replacement Kit with Assembly Tools,iPad Screen Replacement Kit with DIY Tools,Premium iPad Screen Replacement Kit with Tools and Adhesive,iPad Repair Kit with Tools,iPad Screen Replacement Kit with Home Button and Camera Holder
"Sony HDRAS300R/W HD Recording, Action Cam, Live View Remote Underwater Camcorder, White","Sony FDRX3000/W Underwater Camcorder 4K, White",1080P HD Underwater Camcorder,Sony 4K HD Video Recording FDRAX33 Handycam Camcorder,Sony FDRAX53/B 4K HD Video Recording Camcorder (Black),Sony 4K Underwater Camcorders,Sony 4K HD Camcorders Collection,Sony 4K HD Underwater Camcorder Collection,Sony Camcorders: Capture Stunning HD and 4K Videos Underwater,Sony Camcorders: Capture Stunning 4K Videos Underwater in HD Quality,Sony 4K HD Video Recording Underwater Camcorder,Sony 4K HD Underwater Camcorder
HeroFiber HP Sprocket Portable Photo Printer (2nd Edition) for iPhone or Android [Luna Pearl] + Photo Paper (70 Pack) + Protective Case + USB Cable w/Wall Adapter for HP Sprocket Printer Cloth,HeroFiber HP Sprocket Portable Photo Printer (2nd Edition) for iPhone or Android [Cherry Tomato] + Photo Paper (10 Sheets) + USB Cable with Wall Adapter Charger for HP Sprocket Printer Cloth,HeroFiber HP Sprocket Portable Photo Printer (2nd Edition) for iPhone or Android [Black Noir] + Photo Paper (30 Pack) + Protective Case + USB Cable w/Wall Adapter for HP Sprocket Printer Cloth,HeroFiber HP Sprocket Portable Photo Printer (2nd Edition) for iPhone or Android [Lilac] + Photo Paper (30 Pack) + Protective Case + USB Cable w/Wall Adapter for HP Sprocket Printer Cloth,HeroFiber HP Sprocket Portable Photo Printer (2nd Edition) for iPhone or Android [Blush] + Photo Paper (30 Pack) + Protective Case + USB Cable w/Wall Adapter for HP Sprocket Printer Cloth,Colorful HP Sprocket Printer Bundle with Accessories,HP Sprocket Bundle Collection,HP Sprocket Portable Photo Printer Bundle Collection,HP Sprocket 2nd Edition Portable Photo Printer Bundle,HeroFiber HP Sprocket Portable Photo Printer Bundle Collection,HeroFiber HP Sprocket Printer Bundle with Photo Paper & Case,HeroFiber HP Sprocket Portable Photo Printer Bundle for iPhone/Android - Color Variations
"Funcredible Graduation Banner Class of 2021 - Congratulations Graduation Backdrop - Congrats Grad Decorations Party Supplies - Black and Gold Graduation Decorations (70"" x 46"")","Unves Graduation Backdrop 71"" x 45"", Extra Large Congratulations Graduation Banner 2022, Black and Gold Graduation Photo Backdrop DIY for Graduation Decorations Party Supplies Photo Props","Graduation Decorations Congrats Class of 2023 Banner Maroon Graduation Backdrop for College High School Party Decorations, 2.95 * 6FT",Graduation Photo Banner Decorations Class of 2023 Picture Banner Black Gold Congrats Graduation Banner Congratulations Photo Booth Backdrop for 2023 Grad Party Decorations and Supplies 73 x 43 Inch,"Graduation Banner - Congrats Grad Banner 6ft x 3ft for Class of 2023 | Black and Gold Porch Decorations, Graduation Banners and Signs, Perfect Backdrop for Graduation Party Decorations!",Class of 2021-2023 Graduation Banner Set in Black & Gold,Elegant Graduation Banners & Backdrops for Class of [year],Class of 2023 Graduation Decorations - Congratulations Banner in Black and Gold - Party Supplies and Backdrops,"Graduation Party Essentials in Black, Gold, and Maroon","Graduation Party Supplies: Class of 2021-2023 Banners, Backdrops, Decorations",Graduation Decorations - Black and Gold Party Supplies,Class of [Year] Graduation Decorations - Party Supplies
Patriot Signature 12 GB (3 x 4 GB) PC3-10600 (1333MHz) DDR3 CL9 ECC Registered DIMM Memory Kit PS312G13ER3K-E,Patriot Signature 4 GB PC3-10600 (1333MHz) DDR3 CL9 ECC Registered DIMM Memory Kit PS34G13ER-E,"Patriot Memory Signature Line DDR4 8GB (2X 4GB) 2666MHz UDIMM 8GB DDR4 2666MHz Memory Module - Memory Modules (8GB, 2x4GB, DDR4, 2666MHz, 288-pin DIMM)",Patriot Memory Signature Line DDR4 4GB (1x4GB) UDIMM Frequency 2133MHz (PC4-17000) 1. 2 Volt - PSD44G213382,Patriot Signature Line 4GB DDR4 DRAM Module 2400 MHz (PC4-19200) PSD44G240081,Patriot Signature Memory Modules Collection,Patriot Signature Memory Kits: DDR3 & DDR4 Modules with Various Capacities & Speeds,Patriot Signature DDR Memory Modules - Various Capacities and Frequencies,Patriot Signature Memory Modules Collection,Patriot Memory Signature Line DDR4 8GB 2666MHz UDIMM,Patriot Signature DDR3/DDR4 Memory Modules Collection,Patriot Signature Memory Modules - DDR3 & DDR4 Varieties
AirPod Pro 2nd Case Ponnky 3D Pink Bow Ties Cartoon Design Soft Silicone Skin Keychain Ring for Girls Boys Teens Pretty AirPods Pro 2nd - (Pink Bowtie),"Filoto Cute Airpods Pro Case Cover for Apple Airpods Pro, 3D Cartoon Character Soft Silicone Airpod Pro Protective Case Funny Fashion Air pod Pro Cases, Designed for Kids Girls Teens Women (Pink)","AirPods Pro Case, Among Us 3D Cute Cartoon Soft Silicone Protective Airpods Pro Case with Keychain, for Boys Teens Girls Red","AKXOMY Airpods Pro Case Cute 3D Funny Cartoon Pink Paw Character Silicone Airpods Pro Cover,Kawaii Fun Lovely Design Skin,Cases for Girls Kids Teens Boys Airpods Pro (Pink Paw)","AirPod Pro Case with Keychain, Shockproof and Drop-Proof Luxury Hard Protective Cover,Cute Pink Cartoon Airpods Case, Airpod case for Kids Teens Girls Boys (Nezuko)",Cute 3D Cartoon AirPods Pro Cases for Kids and Teens,Cute 3D Cartoon AirPods Pro Cases for Kids and Teens,Cute Cartoon Silicone AirPod Pro Cases with Keychain (Pink),Cute Cartoon AirPods Pro Cases for Kids and Teens,Fun & Stylish AirPod Pro Cases for Kids and Teens,Cute Cartoon AirPod Pro Cases with Keychain - Pink,Variety of Cute Cartoon Silicone Cases for Girls and Teens
Card Imaging Fargo HDP5000 Dual Side High Definition ID Card Printer & Supplies Bundle Software 89640,Fargo DTC4500e Dual Sided ID Card Printer & Complete Supplies Package with Bodno ID Software - Silver Edition,Fargo DTC4250e Single-Side ID Card Printer & Supplies Package 52000,Fargo DTC1250e Dual Sided ID Card Printer & Complete Supplies Package with Silver Edition Bodno Software,Fargo HDP5000 Dual Sided ID Card Printer & Complete Supplies Package with Bronze Edition Bodno Software,Fargo ID Card Printers & Supplies Bundle with Software Options,Fargo ID Card Printer Bundle with Bodno Software,Fargo Dual Sided ID Card Printer Bundle with Supplies,Fargo ID Card Printers with Complete Supplies and Software Bundles,Fargo ID Card Printers & Supplies Bundles with Software,Fargo Dual-Sided ID Card Printer Bundle with Software & Supplies,Fargo ID Card Printer Supplies Bundle with Software
"NETGEAR XE104G 85 Mbps Wall-Plugged Ethernet Extender Kit [one XE104, one XE103]",NETGEAR XE104 85 Mbps Powerline 4-Port Ethernet Adapter,"NETGEAR PowerLINE 1000 Mbps WiFi, 802.11ac, 1 Gigabit Port - Essentials Edition (PLW1010-100NAS)","NETGEAR PowerLINE 1000 Mbps, 1 Gigabit Port - Essentials Edition (PL1010-100PAS)",Actiontec MegaPlug 85 Mbps Ethernet Adapter and Wireless Extender,High-Speed Networking Essentials Bundle with Gigabit Ports and WiFi,High-Speed Networking Essentials Kit with Gigabit Ports,High-Speed PowerLINE Ethernet Kit with Gigabit Port and WiFi,High-Speed Networking Essentials by NETGEAR and Actiontec,High-Speed Ethernet Extender Kit with XE104 and XE103,High-Speed Ethernet Connectivity Essentials,NETGEAR Ethernet Powerline Adapter & Extender with Gigabit Port
Retro Wooden Floor Backdrop Photography Planks Texture Prop Photo Background Paper 7x5FT for Wedding Smash Cake Birthday Party Baby Shower Newborn Child Family Portrait GYA-qx508-5x7ft,5x7ft Vintage Abstract Wood Backdrop Photography Board Wooden Wall Background for Wedding Birthday Party Baby Shower Newborn Child Family Portrait Photo Studio Photography Props BoTong-qx525-5x7ft,Allenjoy 7X5FT Brown Wooden Wall Backdrop for Photography Wood Flat Lay Floor Photo Background Faux Panel Texture Board Baby Kids Birthday Party Banner Portrait Studio Photographer Prop,GYA 5x7ft Retro Brick Wall Wood Floor Photography Backdrops Planks Texture Background Baby Shower Wedding Birthday Party Newborn Child Family Portrait Photo Decor Photobooth Banner,"Rustic Wood Photo Photography Backdrop,Yeele 5x3ft Vinyl Brown Wooden Plank Wall Floor Background,Baby Shower Birthday Party Cake Table Decoration Banner Newborn Kids Portrait Photoshoot Prop",Vintage Wood Photography Backdrops Collection,Vintage Wooden Photography Backdrops Collection,Vintage Wooden Photography Backdrops for Parties and Family Portraits,Vintage Wood Photography Backdrops for Memorable Occasions,Vintage Wood Photography Backdrops Collection,Rustic Wooden Backdrop Photography Planks Texture Collection for Events,Vintage Wooden Photography Backdrops for Party and Family Portraits
CLUCI Briefcase for Women Genuine Leather 15.6 Inch Laptop Vintage Large Medium Ladies Business Work Tote Shoulder Bags,CLUCI Leather Briefcase for Women Vintage Laptop 15.6 Inch Slim Large Business Ladies Work Shoulder Bag,BROMEN Women Leather Briefcase 15.6 inch Vintage Laptop Shoulder Bag Business Tote Work Handbag,CLUCI Briefcase for Women Genuine Leather 15.6 Inch Laptop Vintage Large Medium Ladies Business Work Tote Shoulder Bags Navy,BOSTANTEN Laptop Bag for Women 15.6 inch Computer Leather Briefcase Vintage Work Tote Handbag,Stylish Leather Laptop Briefcases for Women - Vintage Collection,Vintage Leather Laptop Briefcases for Women Collection,Vintage Leather Women's Laptop Briefcases Collection,Chic Leather Briefcases & Laptop Bags for Stylish Business Women,Women's Vintage Leather Laptop Briefcase for Business and Work,Vintage Leather Women's 15.6 Inch Laptop Briefcase Collection,Vintage Leather Women's Briefcase for 15.6 Inch Laptop Business
RCA Amplified indoor flat HDTV antenna multi-directional,"RCA SLIVR Amplified Indoor Flat HDTV Antenna, Multi-Directional","RCA Multi-Directional, Flat Digital Indoor HDTV Antenna","RCA Multi-Directional, Flat Digital Indoor HDTV Antenna (Renewed)",RCA ANT1150F Amplified Ultrathin Indoor HDTV Antenna,RCA Amplified Indoor Flat HDTV Antenna Collection,RCA Amplified Indoor Flat HDTV Antenna Collection,RCA Multi-Directional Indoor Flat HDTV Antenna Collection,RCA Multi-Directional Indoor HDTV Antenna Collection,RCA Amplified Indoor Flat HDTV Antenna Collection,RCA Multi-Directional Indoor Flat HDTV Antenna Collection,RCA Amplified Indoor Flat Multi-Directional HDTV Antenna
